Timestamp,EEG Signal,Frequency,Amplitude
8.793,96.0,35.0,1.7344168
8.793,96.0,36.0,4.8444133
8.793,96.0,37.0,14.016956
8.793,96.0,38.0,10.641618
8.793,96.0,39.0,4.8517838
8.793,96.0,40.0,3.193048
8.793,96.0,41.0,3.7833567
8.793,96.0,42.0,3.0666814
8.793,96.0,43.0,5.452721
8.793,96.0,44.0,4.2456193
8.793,96.0,45.0,2.9779449
8.793,96.0,46.0,2.4904134
8.793,96.0,47.0,4.391071
8.793,96.0,48.0,4.928382
8.793,96.0,49.0,10.39875
8.793,96.0,50.0,186.14395
8.793,96.0,51.0,9.771792
8.793,96.0,52.0,6.470323
8.793,96.0,53.0,4.554178
8.793,96.0,54.0,4.1540465
8.793,96.0,55.0,4.209326
8.793,96.0,56.0,21.517603
8.793,96.0,57.0,3.9775832
8.793,96.0,58.0,1.4352036
8.793,96.0,59.0,2.9472768
8.793,96.0,60.0,1.9561166
8.793,96.0,61.0,2.0054677
8.793,96.0,62.0,8.498242
8.793,96.0,63.0,7.9779444
8.793,96.0,64.0,3.9985518
8.793,96.0,65.0,4.089053
8.793,96.0,66.0,3.025553
8.793,96.0,67.0,1.6049339
8.793,96.0,68.0,3.172152
8.793,96.0,69.0,6.8348055
8.793,96.0,70.0,0.26036936
8.793,96.0,71.0,1.4120929
8.793,96.0,72.0,2.3022776
8.793,96.0,73.0,0.48683447
8.793,96.0,74.0,1.6782331
8.793,96.0,75.0,7.1848283
8.793,96.0,76.0,1.7104307
8.793,96.0,77.0,1.8855566
8.793,96.0,78.0,1.525218
8.793,96.0,79.0,1.1021972
8.793,96.0,80.0,0.9293229
8.793,96.0,81.0,7.716088
8.793,96.0,82.0,3.0603814
8.793,96.0,83.0,1.4723836
8.793,96.0,84.0,2.4447248
8.793,96.0,85.0,0.20185134
8.793,96.0,86.0,2.7135856
8.793,96.0,87.0,10.091458
8.793,96.0,88.0,7.280709
8.793,96.0,89.0,3.84425
8.793,96.0,90.0,4.6918225
8.793,96.0,91.0,0.996494
8.793,96.0,92.0,2.6891153
8.793,96.0,93.0,4.6871696
8.793,96.0,94.0,9.822744
8.793,96.0,95.0,3.0163546
8.793,96.0,96.0,1.831755
8.793,96.0,97.0,2.721744
8.793,96.0,98.0,1.0003078
8.793,96.0,99.0,1.4162735
8.793,96.0,100.0,8.370861
8.793,96.0,101.0,1.479143
8.793,96.0,102.0,1.7378488
8.793,96.0,103.0,2.7708533
8.793,96.0,104.0,1.707194
8.793,96.0,105.0,2.3903682
8.793,96.0,106.0,17.510262
8.793,96.0,107.0,1.8103578
8.793,96.0,108.0,1.6467546
8.793,96.0,109.0,4.058551
8.793,96.0,110.0,0.39118052
8.793,96.0,111.0,1.0452054
8.793,96.0,112.0,5.3796234
8.793,96.0,113.0,7.081594
8.793,96.0,114.0,4.282148
8.793,96.0,115.0,3.7779114
8.793,96.0,116.0,2.8762589
8.793,96.0,117.0,4.0484467
8.793,96.0,118.0,9.2583275
8.793,96.0,119.0,10.078083
8.793,96.0,120.0,2.6626678
8.793,96.0,121.0,2.131033
8.793,96.0,122.0,2.6127062
8.793,96.0,123.0,2.3378484
8.793,96.0,124.0,4.3505297
8.793,96.0,125.0,9.492581
8.793,96.0,126.0,2.3327155
8.793,96.0,127.0,1.7821285
9.86,95.0,0.0,24311.0
9.86,95.0,1.0,6.31261
9.86,95.0,2.0,10.578893
9.86,95.0,3.0,11.50227
9.86,95.0,4.0,19.422873
9.86,95.0,5.0,28.165834
9.86,95.0,6.0,122.953094
9.86,95.0,7.0,35.731686
9.86,95.0,8.0,14.427714
9.86,95.0,9.0,6.9415445
9.86,95.0,10.0,6.895182
9.86,95.0,11.0,3.8359306
9.86,95.0,12.0,19.267183
9.86,95.0,13.0,30.71933
9.86,95.0,14.0,10.570436
9.86,95.0,15.0,8.306673
9.86,95.0,16.0,4.1343913
9.86,95.0,17.0,7.221904
9.86,95.0,18.0,12.219252
9.86,95.0,19.0,28.404158
9.86,95.0,20.0,8.79559
9.86,95.0,21.0,4.84554
9.86,95.0,22.0,5.2431135
9.86,95.0,23.0,1.7766632
9.86,95.0,24.0,2.0164099
9.86,95.0,25.0,16.248787
9.86,95.0,26.0,2.635891
9.86,95.0,27.0,2.7412157
